,thumbnail,url,property,price,rating,projectSize,location,priceList,gym,swimmingPool,security,Kids_Play_Areas,Tennis Court,Badminton Court,Squash Court,running-cycling track,Basketball court,Yoga Areas,Power Backup,Lift,Fire Fighting Systems,Party Hall,indoor_games,theatre,retail_store,Food Court,garden,Clubhouse
10,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-signature-global-city-79b-project-flagship1-7241.jpg",https://www.squareyards.com/gurgaon-residential-property/signature-global-city-79b/216718/project,Signature Global City 79B,₹ 82.82 Lac - 1.20 Cr,,"['776 units ', '12.48 Acres']",Sector 79B Gurgaon,"[{'unit type': '2 BHK 1211 Sq. Ft. Apartment', 'area': '1055 Sq. Ft.', 'price': '₹ 82.82 Lac'}, {'unit type': '3 BHK 1556 Sq. Ft. Apartment', 'area': '1325 Sq. Ft.', 'price': '₹ 1.04 Cr'}, {'unit type': '3 BHK 1831 Sq. Ft. Apartment', 'area': '1525 Sq. Ft.', 'price': '₹ 1.20 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
11,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-signature-global-signum-37d-project-flagship1-8863.jpg",https://www.squareyards.com/gurgaon-residential-property/signature-global-signum-37d/146666/project,Signature Global Signum 37D,₹ 24.79 Lac - 1.08 Cr,,['248 units '],Sector 37D Gurgaon,"[{'unit type': '178 Sq. Ft. Retail Shop', 'area': '178 Sq. Ft.', 'price': '₹ 24.79 Lac'}, {'unit type': '677 Sq. Ft. Retail Shop', 'area': '677 Sq. Ft.', 'price': '₹ 1.08 Cr'}]",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
12,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-m3m-route-65-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/m3m-route-65/175860/project,M3M Route 65,₹ 74.40 Lac - 2.08 Cr,5.0,"['727 units ', '4 Acres']",Sector 65 Gurgaon,"[{'unit type': '480 Sq. Ft. Retail Shop', 'area': '480 Sq. Ft.', 'price': '₹ 74.40 Lac'}, {'unit type': '1340 Sq. Ft. Retail Shop', 'area': '1340 Sq. Ft.', 'price': '₹ 2.08 Cr'}, {'unit type': '614 Sq. Ft. Retail Shop', 'area': '614 Sq. Ft.', 'price': '₹ 95.17 Lac'}]",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
13,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-bptp-terra-project-flagship1-4300.jpg",https://www.squareyards.com/gurgaon-residential-property/bptp-terra/270/project,BPTP Terra,₹ 1.41 Cr - 2.00 Cr,4.7,"['480 units ', '10.23 Acres']",Sector 37D Gurgaon,"[{'unit type': '2 BHK 1410 Sq. Ft. Apartment', 'area': '1410 Sq. Ft.', 'price': '₹ 1.41 Cr'}, {'unit type': '3 BHK 1691 Sq. Ft. Apartment', 'area': '1691 Sq. Ft.', 'price': '₹ 1.69 Cr'}, {'unit type': '4 BHK 1998 Sq. Ft. Apartment', 'area': '1998 Sq. Ft.', 'price': '₹ 2.00 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
14,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-signature-global-park-4-and-5-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/signature-global-park-4-and-5/101377/project,Signature Global Park 4 and 5,₹ 75.99 Lac - 83.16 Lac,,"['2120 units ', '25 Acres']",Sohna Sector 36 Gurgaon,"[{'unit type': '2 BHK 1022 Sq. Ft. Ind Floor', 'area': '1022 Sq. Ft.', 'price': '₹ 76.24 Lac'}, {'unit type': '2 BHK 1020 Sq. Ft. Ind Floor', 'area': '1020 Sq. Ft.', 'price': '₹ 75.99 Lac'}, {'unit type': '3 BHK 1120 Sq. Ft. Ind Floor', 'area': '1120 Sq. Ft.', 'price': '₹ 83.16 Lac'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
15,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-signature-signum-81-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/signature-signum-81/143536/project,Signature Signum 81,Price on request,,"['105 units ', '12 Acres']",Sector 81 Gurgaon,"[{'unit type': '200 Sq. Ft. Retail Shop', 'area': '200 Sq. Ft.', 'price': 'Price on Request'}, {'unit type': '400 Sq. Ft. Retail Shop', 'area': '400 Sq. Ft.', 'price': 'Price on Request'}]",No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-aradhya-homes-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/aradhya-homes/102314/project,Aradhya Homes,₹ 1.75 Cr - 1.95 Cr,,"['172 units ', '6.88 Acres']",Sector 67A Gurgaon,"[{'unit type': '4 BHK 2100 Sq. Ft. Ind Floor', 'area': '2100 Sq. Ft.', 'price': '₹ 1.75 Cr'}, {'unit type': '4 BHK 2200 Sq. Ft. Ind Floor', 'area': '2200 Sq. Ft.', 'price': '₹ 1.95 Cr'}]",Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
17,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-adani-samsara-vilasa-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/adani-samsara-vilasa/14119/project,Adani Samsara Vilasa,₹ 2.88 Cr - 5.50 Cr,,"['324 units ', '75 Acres']",Sector 63 Gurgaon,"[{'unit type': '3 BHK 1800 Sq. Ft. Ind Floor', 'area': '1800 Sq. Ft.', 'price': '₹ 2.88 Cr'}, {'unit type': '3 BHK 1870 Sq. Ft. Ind Floor', 'area': '1870 Sq. Ft.', 'price': '₹ 2.97 Cr'}, {'unit type': '3 BHK 2033 Sq. Ft. Ind Floor', 'area': '2033 Sq. Ft.', 'price': '₹ 4.00 Cr'}, {'unit type': '3 BHK 2059 Sq. Ft. Ind Floor', 'area': '2059 Sq. Ft.', 'price': '₹ 4.15 Cr'}, {'unit type': '4 BHK 2750 Sq. Ft. Ind Floor', 'area': '2750 Sq. Ft.', 'price': '₹ 5.30 Cr'}, {'unit type': '4 BHK 2321 Sq. Ft. Ind Floor', 'area': '2321 Sq. Ft.', 'price': '₹ 4.65 Cr'}, {'unit type': '4 BHK 2733 Sq. Ft. Ind Floor', 'area': '2733 Sq. Ft.', 'price': '₹ 5.50 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
18,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-smart-world-gems-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/smart-world-gems/106590/project,Smart World Gems,₹ 1.02 Cr - 1.32 Cr,,"['2024 units ', '52.27 Acres']",Sector 89 Gurgaon,"[{'unit type': '2 BHK 1103 Sq. Ft. Ind Floor', 'area': '1103 Sq. Ft.', 'price': '₹ 1.02 Cr'}, {'unit type': '3 BHK 1423 Sq. Ft. Ind Floor', 'area': '1423 Sq. Ft.', 'price': '₹ 1.32 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
19,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-signature-global-city-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/signature-global-city/108011/project,Signature Global City,₹ 24.79 Lac - 1.20 Cr,4.7,"['1508 units ', '28.58 Acres']",Sector 37D Gurgaon,"[{'unit type': '2 BHK 990 Sq. Ft. Ind Floor', 'area': '990 Sq. Ft.', 'price': '₹ 69.07 Lac'}, {'unit type': '2 BHK 1060 Sq. Ft. Ind Floor', 'area': '1060 Sq. Ft.', 'price': '₹ 82.00 Lac'}, {'unit type': '3 BHK 1250 Sq. Ft. Ind Floor', 'area': '1250 Sq. Ft.', 'price': '₹ 87.20 Lac'}, {'unit type': '3 BHK 1440 Sq. Ft. Ind Floor', 'area': '1440 Sq. Ft.', 'price': '₹ 1.00 Cr'}, {'unit type': '3 BHK 1535 Sq. Ft. Ind Floor', 'area': '1535 Sq. Ft.', 'price': '₹ 1.20 Cr'}, {'unit type': '178 Sq. Ft. Retail Shop', 'area': '178 Sq. Ft.', 'price': '₹ 24.79 Lac'}, {'unit type': '370 Sq. Ft. Retail Shop', 'area': '370 Sq. Ft.', 'price': '₹ 59.12 Lac'}, {'unit type': '677 Sq. Ft. Retail Shop', 'area': '677 Sq. Ft.', 'price': '₹ 1.08 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
20,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-signature-global-city-63a-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/signature-global-city-63a/160059/project,Signature Global City 63A,₹ 1.47 Cr - 1.97 Cr,5.0,"['254 units ', '5 Acres']",Sector 63A Gurgaon,"[{'unit type': '2 BHK 1050 Sq. Ft. Ind Floor', 'area': '1050 Sq. Ft.', 'price': '₹ 1.47 Cr'}, {'unit type': '3 BHK 1305 Sq. Ft. Ind Floor', 'area': '1305 Sq. Ft.', 'price': '₹ 1.77 Cr'}, {'unit type': '3 BHK 1470 Sq. Ft. Ind Floor', 'area': '1470 Sq. Ft.', 'price': '₹ 1.97 Cr'}]",Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
21,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-godrej-summit-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/godrej-summit/261/project,Godrej Summit,₹ 96.34 Lac - 2.04 Cr,5.0,"['1154 units ', '22 Acres']",Sector 104 Gurgaon,"[{'unit type': '2 BHK 1269 Sq. Ft. Apartment', 'area': '1269 Sq. Ft.', 'price': '₹ 96.34 Lac'}, {'unit type': '2 BHK 1446 Sq. Ft. Apartment', 'area': '1446 Sq. Ft.', 'price': '₹ 1.10 Cr'}, {'unit type': '3 BHK 1712 Sq. Ft. Apartment', 'area': '1712 Sq. Ft.', 'price': '₹ 1.30 Cr'}, {'unit type': '3 BHK 1844 Sq. Ft. Apartment', 'area': '1844 Sq. Ft.', 'price': '₹ 1.40 Cr'}, {'unit type': '3 BHK 1647 Sq. Ft. Apartment', 'area': '1647 Sq. Ft.', 'price': '₹ 1.25 Cr'}, {'unit type': '3 BHK 1816 Sq. Ft. Apartment', 'area': '1816 Sq. Ft.', 'price': '₹ 1.38 Cr'}, {'unit type': '4 BHK 2324 Sq. Ft. Apartment', 'area': '2324 Sq. Ft.', 'price': '₹ 1.76 Cr'}, {'unit type': '4 BHK 2692 Sq. Ft. Apartment', 'area': '2692 Sq. Ft.', 'price': '₹ 2.04 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
22,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-dlf-garden-city-independent-floors-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/dlf-garden-city-independent-floors/103567/project,DLF Garden City Independent Floors,₹ 1.90 Cr - 2.52 Cr,,"['472 units ', '101 Acres']",Sector 92 Gurgaon,"[{'unit type': '4 BHK 2626 Sq. Ft. Ind Floor', 'area': '2626 Sq. Ft.', 'price': '₹ 1.90 Cr'}, {'unit type': '4 BHK 3158 Sq. Ft. Ind Floor', 'area': '3158 Sq. Ft.', 'price': '₹ 2.28 Cr'}, {'unit type': '4 BHK 3480 Sq. Ft. Ind Floor', 'area': '3480 Sq. Ft.', 'price': '₹ 2.52 Cr'}]",Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
23,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-paras-dews-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/paras-dews/247/project,Paras Dews,₹ 90.00 Lac - 2.92 Cr,4.8,"['724 units ', '13.76 Acres']",Sector 106 Gurgaon,"[{'unit type': '2 BHK 1385 Sq. Ft. Apartment', 'area': '1385 Sq. Ft.', 'price': '₹ 90.00 Lac'}, {'unit type': '3 BHK 1665 Sq. Ft. Apartment', 'area': '1665 Sq. Ft.', 'price': '₹ 1.08 Cr'}, {'unit type': '3 BHK 1760 Sq. Ft. Apartment', 'area': '1760 Sq. Ft.', 'price': '₹ 1.14 Cr'}, {'unit type': '4 BHK 2275 Sq. Ft. Apartment', 'area': '2275 Sq. Ft.', 'price': '₹ 1.48 Cr'}, {'unit type': '5 BHK 4500 Sq. Ft. Penthouse', 'area': '4500 Sq. Ft.', 'price': '₹ 2.92 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
24,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-ss-linden-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/ss-linden/112771/project,SS Linden,1.65 Cr,,"['665 units ', '27 Acres']",Sector 84 Gurgaon,"[{'unit type': '4 BHK 2637 Sq. Ft. Ind Floor', 'area': '1488 Sq. Ft.', 'price': '₹ 1.65 Cr'}, {'unit type': '4144 Sq. Ft. Plot', 'area': '4144 Sq. Ft.', 'price': 'Price on Request'}]",Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
25,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-bestech-park-view-altura-flagshipimg1.jpg",https://www.squareyards.com/gurgaon-residential-property/bestech-park-view-altura/8469/project,Bestech Park View Altura,₹ 1.71 Cr - 2.35 Cr,,"['510 units ', '12 Acres']",Sector 79 Gurgaon,"[{'unit type': '3 BHK 2015 Sq. Ft. Apartment', 'area': '2015 Sq. Ft.', 'price': '₹ 1.71 Cr'}, {'unit type': '3 BHK 2050 Sq. Ft. Apartment', 'area': '2050 Sq. Ft.', 'price': '₹ 1.74 Cr'}, {'unit type': '3 BHK 2150 Sq. Ft. Apartment', 'area': '2150 Sq. Ft.', 'price': '₹ 1.83 Cr'}, {'unit type': '4 BHK 2765 Sq. Ft. Apartment', 'area': '2765 Sq. Ft.', 'price': '₹ 2.35 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
26,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-silverglades-the-melia-project-flagship1.jpg",https://www.squareyards.com/gurgaon-residential-property/silverglades-the-melia/823/project,Silverglades The Melia,₹ 1.10 Cr - 1.87 Cr,,"['990 units ', '17.5 Acres']",Sohna Sector 35 Gurgaon,"[{'unit type': '2 BHK 1425 Sq. Ft. Apartment', 'area': '873 Sq. Ft.', 'price': '₹ 1.10 Cr'}, {'unit type': '3 BHK 1845 Sq. Ft. Apartment', 'area': '1180 Sq. Ft.', 'price': '₹ 1.42 Cr'}, {'unit type': '4 BHK 2435 Sq. Ft. Apartment', 'area': '1579 Sq. Ft.', 'price': '₹ 1.87 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
27,"https://static.squareyards.com/cdn-cgi/image/width=242,height=212,quality=80,fit=crop,gravity=auto,format=webp/resources/images/gurgaon/tn-projectflagship/tn-conscient-hines-elevate-flagshipimg1.jpg",https://www.squareyards.com/gurgaon-residential-property/conscient-hines-elevate/10610/project,Conscient Hines Elevate,₹ 3.87 Cr - 6.28 Cr,4.4,"['654 units ', '7.78 Acres']",Sector 59 Gurgaon,"[{'unit type': '3 BHK 2095 Sq. Ft. Apartment', 'area': '1159 Sq. Ft.', 'price': '₹ 3.87 Cr'}, {'unit type': '3 BHK 2595 Sq. Ft. Apartment', 'area': '1432 Sq. Ft.', 'price': '₹ 4.80 Cr'}, {'unit type': '3 BHK 2295 Sq. Ft. Apartment', 'area': '1274 Sq. Ft.', 'price': '₹ 4.24 Cr'}, {'unit type': '4 BHK 3395 Sq. Ft. Apartment', 'area': '1855 Sq. Ft.', 'price': '₹ 6.28 Cr'}]",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
